date,tag,team,kind,market,open_ml,close_ml,clv_pts,won,profit_1u,slip_id,slip_odds,slip_result,joint_prob,correlation,line,edge_pct,home,away,pick,pitcher,home_pitcher,away_pitcher,odds,model_prob,edge,qualifies,timestamp,kelly_stake_pct,abbr_home,abbr_away,abbr_pick,c_team_edge,c_pitcher_fip_edge,c_pitcher_era_edge,c_pitcher_whip_edge,c_pitcher_k9_edge,c_offense_edge,c_bullpen_edge,c_season_form_edge,c_h2h_edge,c_weather_edge,c_rest_edge,c_lineup_edge,c_injury_edge,c_fatigue_edge,slip_leg_num,slip_leg_count
2026-06-20,me,Pittsburgh Pirates,team,Run Line -1.5,-136.0,,,0,-1.0,11 Pick Parlay (+41385) #1,41385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Minnesota Twins,team,Moneyline,,,,1,0.909,2 Pick SGP (+292) #2,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Total,total,Over 9,,,,,,2 Pick SGP (+292) #2,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Atlanta Braves,team,Moneyline,-142.0,,,1,0.704,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Miami Marlins,team,Moneyline,-149.0,,,1,0.671,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Washington Nationals,team,Moneyline,108.0,,,1,1.08,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Philadelphia Phillies,team,Moneyline,-198.0,,,1,0.505,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Houston Astros,team,Moneyline,-149.0,,,0,-1.0,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Los Angeles Dodgers,team,Moneyline,-238.0,,,0,-1.0,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Seattle Mariners,team,Moneyline,-126.0,,,0,-1.0,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Los Angeles Angels,team,Moneyline,141.0,,,1,1.41,12 Pick Parlay (+108181) #1,108181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Pittsburgh Pirates,team,Run Line -1.5,,,,0,-1.0,2 Pick SGP (+202) #2,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Total,total,Over 10.5,,,,,,2 Pick SGP (+202) #2,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Minnesota Twins,team,Moneyline,,,,1,0.909,2 Pick SGP (+292) #3,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20,me,Total,total,Over 9,,,,,,2 Pick SGP (+292) #3,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Cincinnati Reds,team,Moneyline,-102.0,,,1,0.98,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Atlanta Braves,team,Moneyline,-119.0,,,0,-1.0,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Tampa Bay Rays,team,Moneyline,-137.0,,,1,0.73,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Chicago White Sox,team,Moneyline,101.0,,,0,-1.0,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,San Francisco Giants,team,Moneyline,-144.0,,,0,-1.0,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Kansas City Royals,team,Moneyline,104.0,,,0,-1.0,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Toronto Blue Jays,team,Moneyline,-112.0,,,,,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,San Diego Padres,team,Moneyline,130.0,,,0,-1.0,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Pittsburgh Pirates,team,Moneyline,-149.0,,,1,0.671,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Minnesota Twins,team,Moneyline,113.0,,,1,1.13,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Los Angeles Angels,team,Moneyline,113.0,,,1,1.13,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Baltimore Orioles,team,Moneyline,193.0,,,1,1.93,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Boston Red Sox,team,Moneyline,105.0,,,0,-1.0,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-21,me,Philadelphia Phillies,team,Moneyline,-187.0,,,1,0.535,14 Pick Parlay (+704092) #1,704092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 11.5,-105.0,,,,,SGPx 16 Pick Parlay (+2937506) #1,2937506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 9.5,-104.0,,,,,SGPx 16 Pick Parlay (+2937506) #1,2937506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 10,-114.0,,,,,SGPx 16 Pick Parlay (+2937506) #1,2937506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 8.5,-114.0,,,,,SGPx 16 Pick Parlay (+2937506) #1,2937506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 8.5,-120.0,,,,,SGPx 16 Pick Parlay (+2937506) #1,2937506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 7.5,-120.0,,,,,SGPx 16 Pick Parlay (+2937506) #1,2937506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 7.5,-118.0,,,,,SGPx 16 Pick Parlay (+2937506) #1,2937506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,New York Yankees,team,Moneyline,,,,0,-1.0,2 Pick SGP (+260) #2,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 8.5,,,,,,2 Pick SGP (+260) #2,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 7.5,,,,,,2 Pick SGP (+128) #3,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Dylan Cease,prop,6+ Strikeouts Thrown,,,,,,2 Pick SGP (+128) #3,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Los Angeles Angels,team,Moneyline,,,,0,-1.0,2 Pick SGP (+360) #4,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 9,,,,,,2 Pick SGP (+360) #4,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 11.5,-105.0,,,,,15 Pick Parlay (+1193806) #1,1193806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 9.5,-104.0,,,,,15 Pick Parlay (+1193806) #1,1193806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 8.5,-114.0,,,,,15 Pick Parlay (+1193806) #1,1193806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 8.5,-120.0,,,,,15 Pick Parlay (+1193806) #1,1193806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 7.5,-118.0,,,,,15 Pick Parlay (+1193806) #1,1193806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 7.5,-118.0,,,,,15 Pick Parlay (+1193806) #1,1193806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 10,-114.0,,,,,15 Pick Parlay (+1193806) #1,1193806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,New York Yankees,team,Moneyline,,,,0,-1.0,2 Pick SGP (+246) #2,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 8.5,,,,,,2 Pick SGP (+246) #2,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 7,,,,,,2 Pick SGP (+150) #3,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Dylan Cease,prop,6+ Strikeouts Thrown,,,,,,2 Pick SGP (+150) #3,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 9.5,-108.0,,,,,10 Pick Parlay (+87166) #1,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Under 12,-116.0,,,,,10 Pick Parlay (+87166) #1,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Over 6.5 Live Total,other,,-124.0,,,,,10 Pick Parlay (+87166) #1,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Over 5.5 Live Total,other,,-106.0,,,,,10 Pick Parlay (+87166) #1,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Over 7.5 Live Total,other,,101.0,,,,,10 Pick Parlay (+87166) #1,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 7.5,100.0,,,,,10 Pick Parlay (+87166) #1,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Over 10.5 Live Total,other,,-139.0,,,,,10 Pick Parlay (+87166) #1,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Los Angeles Angels,team,Moneyline,,,,0,-1.0,2 Pick SGP (+360) #2,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,me,Total,total,Over 9,,,,,,2 Pick SGP (+360) #2,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,San Francisco Giants,team,Moneyline,-142.0,,,1,0.704,18 Pick Parlay (+258532) #1,258532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Chicago Cubs,team,Moneyline,-114.0,,,1,0.877,18 Pick Parlay (+258532) #1,258532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Cleveland Guardians,team,Moneyline,-118.0,,,0,-1.0,18 Pick Parlay (+258532) #1,258532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Baltimore Orioles,team,Moneyline,-143.0,,,0,-1.0,18 Pick Parlay (+258532) #1,258532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,San Diego Padres,team,Moneyline,-105.0,,,1,0.952,18 Pick Parlay (+258532) #1,258532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Pittsburgh Pirates,team,Moneyline,105.0,,,0,-1.0,18 Pick Parlay (+258532) #1,258532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Toronto Blue Jays,team,Moneyline,108.0,,,0,-1.0,18 Pick Parlay (+258532) #1,258532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Casey Mize,prop,4+ Strikeouts Thrown,,,,,,2 Pick SGP (-310) #2,-310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Carlos Rodon,prop,4+ Strikeouts Thrown,,,,,,2 Pick SGP (-310) #2,-310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Sandy Alcantara,prop,5+ Strikeouts Thrown,,,,,,2 Pick SGP (+126) #3,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Miami Marlins,team,Moneyline,,,,1,0.909,2 Pick SGP (+126) #3,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Tampa Bay Rays,team,Moneyline,,,,0,-1.0,3 Pick SGP (+142) #4,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Shane McClanahan,prop,5+ Strikeouts Thrown,,,,,,3 Pick SGP (+142) #4,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Luinder Avila,prop,2+ Strikeouts Thrown,,,,,,3 Pick SGP (+142) #4,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Jesus Luzardo,prop,6+ Strikeouts Thrown,,,,,,2 Pick SGP (+124) #5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Philadelphia Phillies,team,Moneyline,,,,1,0.909,2 Pick SGP (+124) #5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Boston Red Sox,team,Moneyline,,,,1,0.909,2 Pick SGP (-110) #6,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Sonny Gray,prop,4+ Strikeouts Thrown,,,,,,2 Pick SGP (-110) #6,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,San Francisco Giants,team,Moneyline,-142.0,,,1,0.704,18 Pick Parlay (+212428) #1,212428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Chicago Cubs,team,Moneyline,-114.0,,,1,0.877,18 Pick Parlay (+212428) #1,212428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Cleveland Guardians,team,Moneyline,-118.0,,,0,-1.0,18 Pick Parlay (+212428) #1,212428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Baltimore Orioles,team,Moneyline,-143.0,,,0,-1.0,18 Pick Parlay (+212428) #1,212428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,San Diego Padres,team,Moneyline,-105.0,,,1,0.952,18 Pick Parlay (+212428) #1,212428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Pittsburgh Pirates,team,Moneyline,105.0,,,0,-1.0,18 Pick Parlay (+212428) #1,212428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,me,Houston Astros,team,Moneyline,-141.0,,,1,0.709,18 Pick Parlay (+212428) #1,212428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Under 8.5,,,,,,2 Pick SGP (+150) #1,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Tanner Bibee,prop,5+ Strikeouts Thrown,,,,,,2 Pick SGP (+150) #1,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 11,,,,,,2 Pick SGP (+148) #2,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Ranger Suarez,prop,4+ Strikeouts Thrown,,,,,,2 Pick SGP (+148) #2,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9.5,,,,,,2 Pick SGP (+212) #3,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Jose Soriano,prop,6+ Strikeouts Thrown,,,,,,2 Pick SGP (+212) #3,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9.5,,,,,,2 Pick SGP (+194) #4,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Milwaukee Brewers,team,Moneyline,,,,1,0.909,2 Pick SGP (+194) #4,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Los Angeles Dodgers,team,Moneyline,,,,1,0.909,2 Pick SGP (+218) #5,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Under 8,,,,,,2 Pick SGP (+218) #5,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 11,-103.0,,,,,12 Pick Parlay (+157351) #1,157351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9.5,-112.0,,,,,12 Pick Parlay (+157351) #1,157351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9,-110.0,,,,,12 Pick Parlay (+157351) #1,157351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Under 8.5,-112.0,,,,,12 Pick Parlay (+157351) #1,157351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Under 8,-116.0,,,,,12 Pick Parlay (+157351) #1,157351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Athletics,team,Moneyline,-131.0,,,0,-1.0,12 Pick Parlay (+157351) #1,157351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9.5,,,,,,2 Pick SGP (+194) #2,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Milwaukee Brewers,team,Moneyline,,,,1,0.909,2 Pick SGP (+194) #2,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Los Angeles Dodgers,team,Moneyline,,,,1,0.909,2 Pick SGP (+218) #3,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Under 8,,,,,,2 Pick SGP (+218) #3,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9.5,-112.0,,,,,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Chicago Cubs,team,Moneyline,-125.0,,,1,0.8,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Atlanta Braves,team,Moneyline,-136.0,,,0,-1.0,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Boston Red Sox,team,Moneyline,-171.0,,,0,-1.0,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Athletics,team,Moneyline,-131.0,,,0,-1.0,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Jose Soriano,prop,6+ Strikeouts Thrown,-218.0,,,,,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Bryan Woo,prop,5+ Strikeouts Thrown,-229.0,,,,,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Trey Yesavage,prop,5+ Strikeouts Thrown,-265.0,,,,,20 Pick Parlay (+437970) #1,437970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Under 7.5,,,,,,2 Pick SGP (+124) #2,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Jacob deGrom,prop,6+ Strikeouts Thrown,,,,,,2 Pick SGP (+124) #2,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Tarik Skubal,prop,6+ Strikeouts Thrown,,,,,,2 Pick SGP (-310) #3,-310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Ryan Weathers,prop,3+ Strikeouts Thrown,,,,,,2 Pick SGP (-310) #3,-310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Los Angeles Dodgers,team,Moneyline,,,,1,0.909,4 Pick SGP (+212) #5,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Shohei Ohtani,prop,6+ Strikeouts Thrown,,,,,,4 Pick SGP (+212) #5,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Shohei Ohtani,prop,1+ Hits,,,,,,4 Pick SGP (+212) #5,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Joe Ryan,prop,4+ Strikeouts Thrown,,,,,,4 Pick SGP (+212) #5,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9,,,,,,2 Pick SGP (+238) #6,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,St. Louis Cardinals,team,Moneyline,,,,0,-1.0,2 Pick SGP (+238) #6,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9.5,-112.0,,,,,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Chicago Cubs,team,Moneyline,-125.0,,,1,0.8,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Milwaukee Brewers,team,Moneyline,-148.0,,,1,0.676,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Atlanta Braves,team,Moneyline,-136.0,,,0,-1.0,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Boston Red Sox,team,Moneyline,-171.0,,,0,-1.0,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Athletics,team,Moneyline,-131.0,,,0,-1.0,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Jose Soriano,prop,6+ Strikeouts Thrown,-243.0,,,,,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Bryan Woo,prop,5+ Strikeouts Thrown,-228.0,,,,,18 Pick Parlay (+172770) #1,172770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Under 7.5,,,,,,2 Pick SGP (+126) #2,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Jacob deGrom,prop,6+ Strikeouts Thrown,,,,,,2 Pick SGP (+126) #2,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Trey Yesavage,prop,5+ Strikeouts Thrown,,,,,,2 Pick SGP (+234) #4,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Houston Astros,team,Moneyline,,,,1,0.909,2 Pick SGP (+234) #4,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Los Angeles Dodgers,team,Moneyline,,,,1,0.909,4 Pick SGP (+208) #5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Shohei Ohtani,prop,6+ Strikeouts Thrown,,,,,,4 Pick SGP (+208) #5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Shohei Ohtani,prop,1+ Hits,,,,,,4 Pick SGP (+208) #5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Joe Ryan,prop,4+ Strikeouts Thrown,,,,,,4 Pick SGP (+208) #5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Total,total,Over 9.5,-112.0,,,,,18 Pick Parlay (+111938) #1,111938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Chicago Cubs,team,Moneyline,-126.0,,,1,0.794,18 Pick Parlay (+111938) #1,111938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Milwaukee Brewers,team,Moneyline,-148.0,,,1,0.676,18 Pick Parlay (+111938) #1,111938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Atlanta Braves,team,Moneyline,-136.0,,,0,-1.0,18 Pick Parlay (+111938) #1,111938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Boston Red Sox,team,Moneyline,-175.0,,,0,-1.0,18 Pick Parlay (+111938) #1,111938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,me,Athletics,team,Moneyline,-131.0,,,0,-1.0,18 Pick Parlay (+111938) #1,111938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
